entidad,relacion,objetos,pregunta,respuestas,obtenido_de,respuestas_aliases
Ana Mercedes Robles Goris,Educado en,"['Pontificia Universidad Católica Madre y Maestra', 'Universidad de Puerto Rico']",Contesta la siguiente pregunta: ¿Dónde estudió Ana Mercedes Robles Goris?,"['Pontificia Universidad Católica Madre y Maestra', 'Universidad de Puerto Rico']","['republica_dominicana', 'republica_dominicana']","[['Pontificia Universidad Católica Madre y Maestra', 'Pucamaima', 'Pucmm'], ['Universidad de Puerto Rico', 'UPR']]"
Ana Rosa Payán Cervera,Educado en,['Universidad Autónoma de Yucatán'],Contesta la siguiente pregunta: ¿Dónde estudió Ana Rosa Payán Cervera?,['Universidad Autónoma de Yucatán'],['mexico'],"[['Universidad Autónoma de Yucatán', 'UADY']]"
Ana Sofía Gómez,Educado en,['Universidad de San Carlos de Guatemala'],Contesta la siguiente pregunta: ¿Dónde estudió Ana Sofía Gómez?,['Universidad de San Carlos de Guatemala'],['guatemala'],"[['USAC', 'Nacional y Pontificia Universidad de San Carlos Borromeo', 'Real y Pontificia Universidad de San Carlos Borromeo', 'Universidad Nacional de Guatemala']]"
Ana Vilma Albanez de Escobar,Educado en,"['Universidad Centroamericana José Simeón Cañas', 'Escuela Americana El Salvador']",Contesta la siguiente pregunta: ¿Dónde estudió Ana Vilma Albanez de Escobar?,"['Universidad Centroamericana José Simeón Cañas', 'Escuela Americana El Salvador']","['el_salvador', 'el_salvador']","[['UCA El Salvador', 'Universidad Centroamericana ""José Simeón Cañas""'], []]"
Ana de la Reguera,Educado en,['Televisa San Ángel'],Contesta la siguiente pregunta: ¿Dónde estudió Ana de la Reguera?,['Televisa San Ángel'],['mexico'],"[['Estudios y Laboratorios San Ángel S.A. de C.V.', 'Televisa San Angel']]"
Anabel Torres,Educado en,['Universidad de Antioquia'],Contesta la siguiente pregunta: ¿Dónde estudió Anabel Torres?,['Universidad de Antioquia'],['colombia'],"[['Universidad de Antioquia', 'U. de A.', 'UdeA']]"
Anastasio Somoza Debayle,Educado en,['Academia Militar de los Estados Unidos'],Contesta la siguiente pregunta: ¿Dónde estudió Anastasio Somoza Debayle?,['Academia Militar de los Estados Unidos'],['nicaragua'],[[]]
Anastasio Somoza García,Educado en,['Peirce College'],Contesta la siguiente pregunta: ¿Dónde estudió Anastasio Somoza García?,['Peirce College'],['nicaragua'],[[]]
Andi Baiz,Educado en,"['New York University Tisch School of the Arts', 'Colegio Bolívar']",Contesta la siguiente pregunta: ¿Dónde estudió Andi Baiz?,"['New York University Tisch School of the Arts', 'Colegio Bolívar']","['colombia', 'colombia']","[['New York University Tisch School of the Arts', 'Escuela de Artes Tisch de la Universidad de Nueva York', 'Escuela de Cine de la Universidad de Nueva York'], []]"
Andrea Abigail Perez de Novoa,Educado en,['Instituto Politécnico y Universidad Estatal de Virginia'],Contesta la siguiente pregunta: ¿Dónde estudió Andrea Abigail Perez de Novoa?,['Instituto Politécnico y Universidad Estatal de Virginia'],['el_salvador'],"[['Instituto Politécnico y Universidad Estatal de Virginia', 'Universidad Estatal e Instituto Politécnico de Virginia', 'Universidad Politecnica de Virginia', 'Universidad Politécnica de Virginia', 'Virginia Tech']]"
Andrea Villagrán,Educado en,['Universidad Rafael Landívar'],Contesta la siguiente pregunta: ¿Dónde estudió Andrea Villagrán?,['Universidad Rafael Landívar'],['guatemala'],[['Universidad Rafael Landivar']]
Andrew Cuomo,Educado en,"['Universidad de Fordham', 'Robert F. Wagner Graduate School of Public Service', 'Albany Law School', 'Archbishop Molloy High School']",Contesta la siguiente pregunta: ¿Dónde estudió Andrew Cuomo?,"['Universidad de Fordham', 'Robert F. Wagner Graduate School of Public Service', 'Albany Law School', 'Archbishop Molloy High School']","['usa', 'usa', 'usa', 'usa']","[['Fordham University', 'Marymount campus'], [], [], []]"
Andrew Loog Oldham,Educado en,"['Wellingborough School', 'Cokethorpe School']",Contesta la siguiente pregunta: ¿Dónde estudió Andrew Loog Oldham?,"['Wellingborough School', 'Cokethorpe School']","['colombia', 'colombia']","[[], []]"
André Ubilla,Educado en,"['teatro', 'Liceo de Aplicación']",Contesta la siguiente pregunta: ¿Dónde estudió André Ubilla?,"['teatro', 'Liceo de Aplicación']","['chile', 'chile']","[['Arte Dramático'], []]"
Andrés Arteaga,Educado en,['Pontificia Universidad Católica de Chile'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Arteaga?,['Pontificia Universidad Católica de Chile'],['chile'],"[['PUC', 'Pontificia Universidad Catolica de Chile', 'Universidad Catolica de Chile', 'Universidad Católica de Chile']]"
Andrés Arturo Mack,Educado en,['Universidad de Cambridge'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Arturo Mack?,['Universidad de Cambridge'],['argentina'],"[['University of Cambridge', 'Cambridge University', 'Universidad Cambridge']]"
Andrés Bello,Educado en,['Universidad Central de Venezuela'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Bello?,['Universidad Central de Venezuela'],['chile'],"[['UCV', 'Real y Pontificia Universidad de Caracas', 'Universidad Central de Caracas']]"
Andrés Cadavid,Educado en,['Universidad de Antioquia'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Cadavid?,['Universidad de Antioquia'],['colombia'],"[['Universidad de Antioquia', 'U. de A.', 'UdeA']]"
Andrés López de Medrano,Educado en,['Universidad Autónoma de Santo Domingo'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés López de Medrano?,['Universidad Autónoma de Santo Domingo'],['republica_dominicana'],"[['UASD', 'Universidad Autonoma de Santo Domingo', 'Universidad de Santo Domingo']]"
Andrés Manuel López Obrador,Educado en,['Universidad Nacional Autónoma de México'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Manuel López Obrador?,['Universidad Nacional Autónoma de México'],['mexico'],"[['UNAM', 'Universidad de México']]"
Andrés Morales,Educado en,['Universidad de Chile'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Morales?,['Universidad de Chile'],['chile'],"[['Universidad de Chile', 'UChile']]"
Andrés Orozco-Estrada,Educado en,"['Universidad de Música y Arte Dramático de Viena', 'Pontificia Universidad Javeriana']",Contesta la siguiente pregunta: ¿Dónde estudió Andrés Orozco-Estrada?,"['Universidad de Música y Arte Dramático de Viena', 'Pontificia Universidad Javeriana']","['colombia', 'colombia']","[['Universidad de Música y Arte Dramático de Viena', 'Universität für Musik und darstellende Kunst Wien'], ['Javeriana', 'Pontificia Universidad Javeriana', 'Universidad Javeriana']]"
Andrés Ruzo,Educado en,"['Universidad Metodista del Sur', 'Cistercian Preparatory School']",Contesta la siguiente pregunta: ¿Dónde estudió Andrés Ruzo?,"['Universidad Metodista del Sur', 'Cistercian Preparatory School']","['nicaragua', 'nicaragua']","[['SMU', 'Southern Methodist'], []]"
Andrés Sandoval,Educado en,['Universidad de Richmond'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Sandoval?,['Universidad de Richmond'],['republica_dominicana'],[[]]
Andrés Venegas,Educado en,['Universidad de San Carlos de Guatemala'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Venegas?,['Universidad de San Carlos de Guatemala'],['costa_rica'],"[['USAC', 'Nacional y Pontificia Universidad de San Carlos Borromeo', 'Real y Pontificia Universidad de San Carlos Borromeo', 'Universidad Nacional de Guatemala']]"
Andrés Waissbluth,Educado en,['Pontificia Universidad Católica de Chile'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés Waissbluth?,['Pontificia Universidad Católica de Chile'],['chile'],"[['PUC', 'Pontificia Universidad Catolica de Chile', 'Universidad Catolica de Chile', 'Universidad Católica de Chile', 'Universidad Catolica de Santiago']]"
Andrés Wood,Educado en,"['Universidad de Nueva York', 'Pontificia Universidad Católica de Chile', ""Saint George's College""]",Contesta la siguiente pregunta: ¿Dónde estudió Andrés Wood?,"['Universidad de Nueva York', 'Pontificia Universidad Católica de Chile', ""Saint George's College""]","['chile', 'chile', 'chile']","[['Universidad de Nueva York', 'Universidad de la Ciudad De Nueva York'], ['PUC', 'Pontificia Universidad Católica de Chile', 'Universidad Catolica de Chile', 'Universidad Católica de Chile'], []]"
Andrés del Valle,Educado en,['Universidad de San Carlos de Guatemala'],Contesta la siguiente pregunta: ¿Dónde estudió Andrés del Valle?,['Universidad de San Carlos de Guatemala'],['el_salvador'],"[['USAC', 'Nacional y Pontificia Universidad de San Carlos Borromeo', 'Real y Pontificia Universidad de San Carlos Borromeo', 'Universidad Nacional de Guatemala']]"
Andrónico Lukšić Abaroa,Educado en,"['Universidad de Chile', 'liceo 7 de hombres', ""Saint George's College""]",Contesta la siguiente pregunta: ¿Dónde estudió Andrónico Lukšić Abaroa?,"['Universidad de Chile', 'liceo 7 de hombres', ""Saint George's College""]","['chile', 'chile', 'chile']","[['Universidad de Chile', 'UChile'], [], []]"
Andy García,Educado en,"['Universidad Internacional de Florida', 'Escuela Secundaria Mayor de Miami Beach']",Contesta la siguiente pregunta: ¿Dónde estudió Andy García?,"['Universidad Internacional de Florida', 'Escuela Secundaria Mayor de Miami Beach']","['cuba', 'cuba']","[['FIU', 'Florida International University'], []]"
Andy Warhol,Educado en,"['Universidad Carnegie Mellon', 'Carnegie Mellon School of Art', 'Schenley High School']",Contesta la siguiente pregunta: ¿Dónde estudió Andy Warhol?,"['Universidad Carnegie Mellon', 'Carnegie Mellon School of Art', 'Schenley High School']","['usa', 'usa', 'usa']","[['Carnegie Mellon', 'Carnegie Mellon University', 'CMU', 'Universidad Carnegie-Mellon', 'Universidad de Carnegie Mellon'], [], []]"
Angelino Garzón,Educado en,['Universidad Jorge Tadeo Lozano'],Contesta la siguiente pregunta: ¿Dónde estudió Angelino Garzón?,['Universidad Jorge Tadeo Lozano'],['colombia'],"[['Universidad J. Tadeo Lozano', 'UTadeo']]"
Angélica Gorodischer,Educado en,['Universidad Nacional del Litoral'],Contesta la siguiente pregunta: ¿Dónde estudió Angélica Gorodischer?,['Universidad Nacional del Litoral'],['argentina'],[[]]
Angélica María,Educado en,"['Escuela de Ballet estadounidense', 'New York University Tisch School of the Arts']",Contesta la siguiente pregunta: ¿Dónde estudió Angélica María?,"['Escuela de Ballet estadounidense', 'New York University Tisch School of the Arts']","['mexico', 'mexico']","[['Escuela de Ballet Americana'], ['New York University Tisch School of the Arts', 'Escuela de Artes Tisch de la Universidad de Nueva York', 'Escuela de Cine de la Universidad de Nueva York']]"
Aniceto Esquivel Sáenz,Educado en,['Universidad de San Carlos de Guatemala'],Contesta la siguiente pregunta: ¿Dónde estudió Aniceto Esquivel Sáenz?,['Universidad de San Carlos de Guatemala'],['costa_rica'],"[['USAC', 'Nacional y Pontificia Universidad de San Carlos Borromeo', 'Real y Pontificia Universidad de San Carlos Borromeo', 'Universidad Nacional de Guatemala']]"
Anilena Mejía,Educado en,"['Universidad de Mánchester', 'Universidad Católica Santa María La Antigua de Panamá']",Contesta la siguiente pregunta: ¿Dónde estudió Anilena Mejía?,"['Universidad de Mánchester', 'Universidad Católica Santa María La Antigua de Panamá']","['panama', 'panama']","[['Universidad de Manchester', 'University of Manchester'], ['USMA', 'Universidad Católica Santa María La Antigua de Panamá', 'Universidad Santa Maria la Antigua', 'USMA Panama', 'USMA Panamá']]"
Anita Cristina Escher Echeverría,Educado en,"['Universidad de Zúrich', 'Sorbonne Universidad de París']",Contesta la siguiente pregunta: ¿Dónde estudió Anita Cristina Escher Echeverría?,"['Universidad de Zúrich', 'Sorbonne Universidad de París']","['el_salvador', 'el_salvador']","[['Universidad de Zurich', 'UZH'], ['Sorbonne Universidad de París', 'Universidad de Paris', 'Universites de Paris', 'Universidade de Paris', 'Université de Paris']]"
Ann Kiessling,Educado en,"['Universidad de Virginia', 'Universidad Estatal de Oregón']",Contesta la siguiente pregunta: ¿Dónde estudió Ann Kiessling?,"['Universidad de Virginia', 'Universidad Estatal de Oregón']","['usa', 'usa']","[['Universidad de Virginia', 'U Va', 'U Va.', 'U.Va.', 'UVA'], ['Oregon State University', 'Universidad Estatal de Oregon']]"
Anna Faris,Educado en,"['Universidad de Washington', 'Edmonds Woodway High School']",Contesta la siguiente pregunta: ¿Dónde estudió Anna Faris?,"['Universidad de Washington', 'Edmonds Woodway High School']","['usa', 'usa']","[['Universidad de Washington'], []]"
Anna Karlin,Educado en,['Universidad Stanford'],Contesta la siguiente pregunta: ¿Dónde estudió Anna Karlin?,['Universidad Stanford'],['usa'],[['Universidad de Stanford']]
Anne W. Patterson,Educado en,"['Wellesley College', 'Universidad de Carolina del Norte en Chapel Hill', 'Hockaday School']",Contesta la siguiente pregunta: ¿Dónde estudió Anne W. Patterson?,"['Wellesley College', 'Universidad de Carolina del Norte en Chapel Hill', 'Hockaday School']","['el_salvador', 'el_salvador', 'el_salvador']","[[], ['Universidad de Carolina del Norte', 'Universidad de North Carolina', 'Universidad North Carolina at Chapel Hill', 'University of North Carolina', 'University of North Carolina at Chapel Hill'], []]"
Annie Easley,Educado en,"['Universidad Xavier de Luisiana', 'Cleveland State University']",Contesta la siguiente pregunta: ¿Dónde estudió Annie Easley?,"['Universidad Xavier de Luisiana', 'Cleveland State University']","['usa', 'usa']","[[], []]"
Anselmo Paiz,Educado en,['Universidad de San Carlos de Guatemala'],Contesta la siguiente pregunta: ¿Dónde estudió Anselmo Paiz?,['Universidad de San Carlos de Guatemala'],['el_salvador'],"[['USAC', 'Nacional y Pontificia Universidad de San Carlos Borromeo', 'Real y Pontificia Universidad de San Carlos Borromeo', 'Universidad Nacional de Guatemala']]"
Anselmo Sule,Educado en,['Universidad de Chile'],Contesta la siguiente pregunta: ¿Dónde estudió Anselmo Sule?,['Universidad de Chile'],['chile'],"[['Universidad de Chile', 'UChile']]"
Anthony Quinn,Educado en,"['Estudio de actuación Stella Adler', 'Escuela Preparatoria Belmont']",Contesta la siguiente pregunta: ¿Dónde estudió Anthony Quinn?,"['Estudio de actuación Stella Adler', 'Escuela Preparatoria Belmont']","['mexico', 'mexico']","[[], []]"
Antonieta Madrid,Educado en,['Universidad Central de Venezuela'],Contesta la siguiente pregunta: ¿Dónde estudió Antonieta Madrid?,['Universidad Central de Venezuela'],['venezuela'],"[['UCV', 'Real y Pontificia Universidad de Caracas', 'Universidad Central de Caracas']]"
Antonio Arenas,Educado en,['Universidad Nacional Mayor de San Marcos'],Contesta la siguiente pregunta: ¿Dónde estudió Antonio Arenas?,['Universidad Nacional Mayor de San Marcos'],['peru'],"[['Universidad San Marcos', 'Universidad de San Marcos', 'Universidad Mayor de San Marcos', 'Universidad Nacional de San Marcos', 'UNMSM']]"
Antonio Attolini Lack,Educado en,['Facultad de Arquitectura (Universidad Nacional Autónoma de México)'],Contesta la siguiente pregunta: ¿Dónde estudió Antonio Attolini Lack?,['Facultad de Arquitectura (Universidad Nacional Autónoma de México)'],['mexico'],"[['Facultad de Arquitectura (UNAM)', 'Facultad de Arquitectura (Universidad Nacional Autonoma de Mexico)', 'Facultad de Arquitectura (Universidad Nacional Autonoma de México)', 'Facultad de Arquitectura (Universidad Nacional Autónoma de Mexico)', 'Facultad de Arquitectura Universidad Nacional Autónoma de México']]"
Antonio Brack Egg,Educado en,['Universidad de Wurzburgo'],Contesta la siguiente pregunta: ¿Dónde estudió Antonio Brack Egg?,['Universidad de Wurzburgo'],['peru'],"[['Universidad de Wurzburgo', 'Julius Maximilians Universitat', 'Julius Maximilians Universität', 'Julius-Maximilians Universitat']]"
Antonio Castro Leal,Educado en,"['Universidad Nacional Autónoma de México', 'Universidad de Georgetown']",Contesta la siguiente pregunta: ¿Dónde estudió Antonio Castro Leal?,"['Universidad Nacional Autónoma de México', 'Universidad de Georgetown']","['mexico', 'mexico']","[['UNAM', 'Universidad de México'], ['Georgetown University', 'La Universidad de Georgetown']]"
Antonio Cornejo Polar,Educado en,['Universidad Nacional de San Agustín de Arequipa'],Contesta la siguiente pregunta: ¿Dónde estudió Antonio Cornejo Polar?,['Universidad Nacional de San Agustín de Arequipa'],['peru'],"[['Universidad Nacional de San Agustín', 'Universidad Nacional de San Agustin', 'Universidad Nacional de San Agustin de Arequipa', 'Universidad Nacional San Agustin']]"
